fetched_at,data_timestamp,lat,lon,timezone,weather_id,weather_main,weather_description,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level_pressure,grnd_level_pressure,visibility,wind_speed,wind_direction,clouds_all,sunrise,sunset,rain_1h,snow_1h
2026-03-02T17:35:10.922008,1772298000,14.0760145,120.6321413,Asia/Manila,801,Clouds,few clouds,295.98,296.46,,,1009,82,,,10000,3.91,82,14,1772316867,1772359544,,
2026-03-02T17:35:13.086867,1772301600,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,295.82,296.34,,,1009,84,,,10000,3.81,81,58,1772316867,1772359544,,
2026-03-02T17:35:15.679045,1772305200,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,295.78,296.32,,,1008,85,,,10000,3.71,73,68,1772316867,1772359544,,
2026-03-02T17:35:17.860822,1772308800,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,295.78,296.32,,,1008,85,,,10000,3.87,73,67,1772316867,1772359544,,
2026-03-02T17:35:20.343834,1772312400,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,295.83,296.4,,,1009,86,,,10000,3.86,77,72,1772316867,1772359544,,
2026-03-02T17:35:22.519411,1772316000,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,295.87,296.42,,,1010,85,,,10000,3.62,76,78,1772316867,1772359544,,
2026-03-02T17:35:24.693050,1772319600,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,296.69,297.24,,,1011,82,,,10000,3.39,79,74,1772316867,1772359544,,
2026-03-02T17:35:26.879443,1772323200,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,298.64,299.15,,,1011,73,,,10000,3.61,79,54,1772316867,1772359544,,
2026-03-02T17:35:29.068864,1772326800,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,300.45,302.14,,,1011,66,,,10000,3.33,82,53,1772316867,1772359544,,
2026-03-02T17:35:31.252139,1772330400,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,301.79,304.01,,,1011,63,,,10000,2.93,90,49,1772316867,1772359544,,
2026-03-02T17:35:33.657495,1772334000,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,301.89,304.5,,,1010,65,,,10000,2.79,105,64,1772316867,1772359544,,
2026-03-02T17:35:35.834711,1772337600,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,301.58,304.22,,,1010,67,,,10000,2.99,97,73,1772316867,1772359544,,
2026-03-02T17:35:38.196481,1772341200,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,302.17,305.03,,,1009,65,,,10000,2.86,97,78,1772316867,1772359544,,
2026-03-02T17:35:40.389899,1772344800,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,302.96,306.21,,,1008,63,,,10000,3.04,102,61,1772316867,1772359544,,
2026-03-02T17:35:42.932534,1772348400,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,303.11,306.52,,,1007,63,,,10000,3.35,110,74,1772316867,1772359544,,
2026-03-02T17:35:45.476534,1772352000,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,301.63,304.77,,,1007,70,,,10000,4.56,119,82,1772316867,1772359544,,
2026-03-02T17:35:47.722346,1772355600,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,300.57,303.27,,,1008,75,,,10000,5.76,117,83,1772316867,1772359544,,
2026-03-02T17:35:50.289288,1772359200,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,299.81,299.81,,,1008,79,,,10000,5.47,123,81,1772316867,1772359544,,
2026-03-02T17:35:52.465880,1772362800,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,299.15,299.15,,,1009,82,,,10000,4.93,118,84,1772316867,1772359544,,
2026-03-02T17:35:54.868813,1772366400,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,298.82,299.61,,,1010,83,,,10000,4.43,113,44,1772316867,1772359544,,
2026-03-02T17:35:57.035764,1772370000,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,298.51,299.27,,,1011,83,,,10000,3.67,105,46,1772316867,1772359544,,
2026-03-02T17:35:59.197023,1772373600,14.0760145,120.6321413,Asia/Manila,803,Clouds,broken clouds,298.24,298.95,,,1011,82,,,10000,3.18,95,56,1772316867,1772359544,,
2026-03-02T17:36:01.382770,1772377200,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,297.98,298.69,,,1011,83,,,10000,3.08,96,47,1772316867,1772359544,,
2026-03-02T17:36:03.558256,1772380800,14.0760145,120.6321413,Asia/Manila,802,Clouds,scattered clouds,297.74,298.45,,,1010,84,,,10000,2.82,99,47,1772403232,1772445955,,
